link_id,road_nm,start_nd_cd,start_nd_nm,start_lng,start_lat,end_nd_cd,end_nd_nm,end_lng,end_lat,dist,xy_list,h3_index
1130054000,서강로,1130026900,신촌로터리,126.93624696984563,37.55473362292799,1130027800,신촌로터리,126.93620787959907,37.55529188513532,66.0,126.9362078795990669_37.5552918851353184|126.9362774483328025_37.5552146864900038|126.9363062591853719_37.5551384172764813|126.9363230977790380_37.5550564211653537|126.9363327714613661_37.5549477201242823|126.9363184780678608_37.5548542645506771|126.9362469698456266_37.5547336229279907,8930e1d80c7ffff
1190013200,보라매로5길,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,1200025700,신림소방PB,126.92254743230251,37.48996255222681,218.0,126.9226140854015767_37.4899524667786892|126.9230743328262747_37.4918837422290849,8930e1d92afffff
1190013300,보라매로5길,1200025700,신림소방PB,126.92254743230251,37.48996255222681,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,218.0,126.9229410221691978_37.4919039135959693|126.9224807780557569_37.4899726367355370,8930e1d9233ffff
1190013600,보라매로5길,1200026500,우성차밍빌,126.9246728718229,37.491662469474385,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,149.0,126.9229960235844601_37.4918405708130251|126.9246612173191124_37.4916092125173321,8930e1d92afffff
1190013700,보라매로5길-보라매로,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,1200026500,우성차밍빌,126.9246728718229,37.491662469474385,149.0,126.9246845263440804_37.4917157255287989|126.9230193314454027_37.4919470850480536,8930e1d92afffff
1190014000,보라매로5길,1190000600,속성변화점,126.92327579851305,37.493013252261676,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,126.0,126.9230743215684640_37.4918836935673596|126.9233424429683765_37.4930031177490619,8930e1d92afffff
1190014100,보라매로5길,1190004900,한국컴퓨터(주),126.92300767807207,37.491893827931705,1190000600,속성변화점,126.92327579851305,37.493013252261676,126.0,126.9232091540397960_37.4930233867366454|126.9229410345577378_37.4919039622584336,8930e1d92afffff
1190014200,보라매로5길,1200027500,SK텔레콤보라매사옥,126.92492308409457,37.49276399911751,1190000600,속성변화점,126.92327579851305,37.493013252261676,148.0,126.9232631416331287_37.4929601413924303|126.9249104249588669_37.4927108884205538,8930e1d93dbffff
1190014300,보라매로5길,1190000600,속성변화점,126.92327579851305,37.493013252261676,1200027500,SK텔레콤보라매사옥,126.92492308409457,37.49276399911751,148.0,126.9249357421164461_37.4928171107129415|126.9232884565407318_37.4930663640308381,8930e1d92afffff
1190015200,여의대방로16길,1180002800,보라매공원입구교차로,126.9175263254151,37.4972130546246,1190006000,보라매두산위브,126.914301577301,37.49661001245579,1050.0,126.9142343353568947_37.4966027871422298|126.9143916723296428_37.4956732887551425|126.9144290850748718_37.4955471163801590|126.9146479579204794_37.4950017638802038|126.9146655060290101_37.4949381249433813|126.9146566706438506_37.4948956496129568|126.9145995180681012_37.4947634414478514|126.9145856437682198_37.4946743461849010|126.9147549250927653_37.4937386801399555|126.9148195554571998_37.4936675129794494|126.9148989827044716_37.4936557057629898|126.9162425256019162_37.4936155863292555|126.9163649205917750_37.4936505140740053|126.9164156612931578_37.4937352401220494|126.9164499781424666_37.4942820124364928|126.9164663763303906_37.4943213250457248|126.9164919824679316_37.4943344654107236|126.9181521508437243_37.4943214427080491|126.9183230886888509_37.4943463278854736|126.9184561139794454_37.4944294268278000|126.9185070761617595_37.4945606674937508|126.9184863935693528_37.4946834478253663|126.9178142824456472_37.4966033929337428|126.9175915922416635_37.4972278307231690,8930e1d904fffff
1190015300,여의대방로16길,1190006000,보라매두산위브,126.914301577301,37.49661001245579,1180002800,보라매공원입구교차로,126.9175263254151,37.4972130546246,1009.0,126.9174610574834645_37.4971982784891722|126.9176836590731341_37.4965740922622217|126.9183531540798526_37.4946616280406104|126.9183686092806482_37.4945698810985348|126.9183390140503604_37.4944936652096104|126.9182657352436649_37.4944478893438102|126.9181405188207492_37.4944296599748981|126.9164526723103137_37.4944428999068080|126.9163526877236734_37.4943915862001234|126.9163153746445403_37.4943021294501406|126.9162814909414294_37.4937622627222282|126.9162665311818046_37.4937372825178983|126.9162214322327600_37.4937244129992919|126.9149140482507221_37.4937634527037744|126.9148977189795744_37.4937658799675191|126.9148844618545695_37.4937804775394667|126.9147225492564388_37.4946754217797178|126.9147324372963936_37.4947389138471436|126.9147886799074456_37.4948690183427615|126.9148036504774808_37.4949409889364986|126.9147791373263914_37.4950298906995911|126.9145599387473311_37.4955760559127498|126.9145252654303420_37.4956929913898236|126.9143688192581720_37.4966172377310727,8930e1d9297ffff
1000007901,사직로,1120012200,독립문역앞교차로,126.96028412875494,37.5722046724442,1000012700,독립문역,126.9611444653343,37.57255036418755,86.0,126.9611444653342431_37.5725503641874994|126.9610102482790950_37.5725310647722708|126.9607111696502528_37.5724677256798643|126.9604560609507331_37.5723924254412225|126.9602241995655731_37.5723017002429174,8930e1daa4fffff
1000028700,성산로,1120012500,독립문역,126.95989199524456,37.572668335150816,1000012700,독립문역,126.9611444653343,37.57255036418755,112.0,126.9611444653343000_37.5725503641875491|126.9607066158732351_37.5725771851431531|126.9605053374135792_37.5725942819316927|126.9602872862410976_37.5726132801422494|126.9598919952445613_37.5726683351508157,8930e1daa4fffff
1000034200,인왕산로1길,1000019000,전교가르멜수녀원영성,126.9655995674997,37.57577313420917,1120012700,성천교회,126.95952898066079,37.572933885834594,1211.0,126.9595762184281256_37.5728950421084633|126.9599678695481941_37.5731967782029059|126.9605820771299562_37.5737633159972191|126.9609349299830399_37.5740330379522902|126.9611304620755163_37.5741761669437793|126.9613877475859169_37.5743194933184128|126.9616510747993203_37.5745175177758242|126.9618592358679621_37.5747144246155784|126.9619071626558622_37.5747850618521966|126.9619046100662985_37.5748492523909405|126.9618444134858066_37.5751219739277289|126.9618565928814178_37.5751888073344702|126.9618803539275973_37.5752582600668319|126.9619347595220802_37.5753381742155952|126.9619770738326565_37.5754072058363136|126.9619964302856090_37.5754878357631057|126.9619672079631982_37.5759706954285519|126.9619986484327114_37.5764469991336156|126.9620057762237195_37.5764640437365927|126.9620385879080402_37.5764634470222276|126.9620824026047643_37.5764482631304446|126.9621025001698342_37.5764298829917109|126.9623185695912895_37.5760806627542294|126.9626304489426332_37.5756192905438695|126.9627261893507608_37.5755115510558895|126.9628711276868529_37.5753081665785871|126.9628936756580089_37.5751870142257260|126.9629199950204281_37.5751284335209874|126.9630171075684331_37.5751236328512164|126.9632868014572438_37.5752737200152822|126.9633055488374396_37.5752764891944508|126.9633096689970273_37.5752727765754742|126.9633319423523545_37.5752207690795146|126.9633669061446284_37.5750154450698730|126.9634187252194124_37.5745679461119337|126.9634136928092545_37.5744395302853249|126.9633690974110323_37.5742488686791347|126.9633629320000523_37.5741781368778618|126.9633758268594903_37.5741133025947747|126.9634023163811349_37.5740501339591901|126.9634428858197595_37.5739823926245009|126.9635845966478058_37.5738296547389794|126.9638425018704737_37.5735835200632096|126.9639028464855670_37.5735469554373083|126.9639755478921046_37.5735435736864147|126.9640485756162178_37.5735795870879983|126.9641754327843159_37.5737926073104589|126.9642304257926355_37.5739182352727141|126.9646507535502451_37.5748617916337153|126.9646972964303018_37.5749346248478986|126.9648252121173329_37.5750889187140089|126.9648482697733982_37.5751385262353850|126.9648868693981854_37.5753394523046680|126.9648955772309336_37.5753799726195297|126.9649218307120861_37.5754176167678295|126.9649868221216167_37.5754729949684290|126.9650940485925190_37.5755239878743055|126.9653333722561257_37.5755979867991172|126.9656317042615115_37.5757255079905335,8930e1daa63ffff
1000034300,인왕산로1길,1120012700,성천교회,126.95952898066079,37.572933885834594,1000019000,전교가르멜수녀원영성,126.9655995674997,37.57577313420917,1209.0,126.9655674306973481_37.5758207595176899|126.9652764257935189_37.5756963703761997|126.9650341918202372_37.5756214721836059|126.9649006580315955_37.5755579674033200|126.9648111599127702_37.5754817085132302|126.9647655775553687_37.5754163475850831|126.9647527672347707_37.5753567384664109|126.9647160730186499_37.5751657319728523|126.9647032250513092_37.5751380901231329|126.9645796902465520_37.5749890790711163|126.9645256691598973_37.5749045450501100|126.9641022692403141_37.5739540874987838|126.9640495560535669_37.5738336661198105|126.9639446525549005_37.5736575094656331|126.9639369956728814_37.5736621481511364|126.9636914895105235_37.5738964513768323|126.9635599020410979_37.5740382769628170|126.9635285287397011_37.5740906619211046|126.9635082397878421_37.5741390444748404|126.9634995165693852_37.5741829085086891|126.9635040734609390_37.5742351883346259|126.9635491447846789_37.5744278835823096|126.9635547621960399_37.5745712344717404|126.9635019094230586_37.5750276728382033|126.9634647821324620_37.5752457047463437|126.9634294812573216_37.5753281303134017|126.9633798456806488_37.5753728682269923|126.9633110131543248_37.5753872618664175|126.9632330781887504_37.5753757499388712|126.9630181378493461_37.5752561334363406|126.9630017919851923_37.5753439626701464|126.9628410079439078_37.5755695815676916|126.9627461477146824_37.5756763312325646|126.9624393589056837_37.5761301748525867|126.9622165690851290_37.5764902582487039|126.9621647480707622_37.5765376501731438|126.9620683617497434_37.5765710533406008|126.9619551135015882_37.5765731126103475|126.9618935748211896_37.5765380981405883|126.9618639522933421_37.5764672740210415|126.9618311916171791_37.5759709317384960|126.9618599650131472_37.5754954880478493|126.9618470419759291_37.5754416566567002|126.9618139405163362_37.5753876547572432|126.9617534175716855_37.5752987529530458|126.9617233448022944_37.5752108511865330|126.9617068510225835_37.5751203391302937|126.9617691415427174_37.5748381317693969|126.9617702286854666_37.5748107824295161|126.9617463258548753_37.5747755521032119|126.9615521340753617_37.5745918600006306|126.9613016932932652_37.5744035270449217|126.9610451613651918_37.5742606187949946|126.9608418937185661_37.5741118279506949|126.9604833909771315_37.5738377862630770|126.9598690092899034_37.5732710875262441|126.9594817417128780_37.5729727286401527,8930e1daa4fffff
1120006306,성산로,1120011500,현저고가차도서측,126.95640236484935,37.57117221204689,1120011600,삼호아파트,126.95915180610083,37.57154243491912,244.0,126.9590868896010107_37.5716374079585904|126.9588418305161497_37.5715312891664013|126.9585804741555108_37.5714391025418095|126.9581964015246740_37.5713462133195719|126.9577794178154164_37.5712872867076229|126.9573510374052887_37.5712592973826958|126.9569778939942495_37.5712591619903691|126.9564086703734063_37.5712802148636129,8930e1d8197ffff
1120006307,성산로,1120011600,삼호아파트,126.95915180610083,37.57154243491912,1120012100,독립문역,126.95947228257785,37.57184079367156,42.0,126.9594722825778206_37.5718407936715550|126.9594015545951891_37.5717940176359022|126.9590798640635683_37.5716341457232659,8930e1daa4bffff
1120006308,성산로,1120012100,독립문역,126.95947228257785,37.57184079367156,1120012200,독립문역앞교차로,126.96028412875494,37.5722046724442,83.0,126.9602155372960084_37.5722979960366033|126.9599976215298227_37.5721965289232003|126.9598425469965548_37.5721000139446062|126.9596299905446699_37.5719450964404302|126.9594722825773658_37.5718407945725588,8930e1daa4bffff
1120010501,통일로,1120012200,독립문역앞교차로,126.96028412875494,37.5722046724442,1120012400,독립문역,126.95978717334575,37.57259956799236,62.0,126.9597871733456884_37.5725995679923201|126.9602317179256517_37.5721702890481026,8930e1daa4fffff
1120010502,통일로,1120012400,독립문역,126.95978717334575,37.57259956799236,1120012700,성천교회,126.95952898066079,37.572933885834594,43.0,126.9594765696687659_37.5728995012064004|126.9597871733456884_37.5725995679923201,8930e1daa4fffff
1120010504,통일로,1120013900,독립공원앞교차로,126.95560020269903,37.57667636660804,1120017500,인왕아파트교차로,126.94821716139963,37.58502291221808,1141.0,126.9481644004655294_37.5849888603560984|126.9493899124246212_37.5837862915313394|126.9495400708207313_37.5836072527770142|126.9497089123921398_37.5833812250769626|126.9498595239658982_37.5831453433293845|126.9506781667389532_37.5815405062336083|126.9507840490305597_37.5813685399399944|126.9509011884731677_37.5812158324626395|126.9510365030492949_37.5810934175043343|126.9516450507992147_37.5805916896376075|126.9520441557879735_37.5802779507342137|126.9523292589433225_37.5800229498223501|126.9545483555434515_37.5778193388081974|126.9547982911352619_37.5775531982059050|126.9550353587607674_37.5772686962057421|126.9555432552231764_37.5766469015820164,8930e1daa53ffff
1120010506,통일로,1120012701,독립문역(서울3호선),126.95806376989813,37.57433690900071,1120013900,독립공원앞교차로,126.95560020269903,37.57667636660804,341.0,126.9555427782759836_37.5766474942566688|126.9561293351889901_37.5759085045612906|126.9564620388117930_37.5755787259048049|126.9567073668758894_37.5753800360160213|126.9577170018074384_37.5745771878050121|126.9580120936688843_37.5743018275226532,8930e1daa43ffff
1120010507,통일로,1120012700,성천교회,126.95952898066079,37.572933885834594,1120012701,독립문역(서울3호선),126.95806376989813,37.57433690900071,202.0,126.9580120936688843_37.5743018275226532|126.9590358815766677_37.5733464714259497|126.9594755469269671_37.5729005126726747,8930e1daa4fffff
1120010601,통일로,1120012500,독립문역,126.95989199524456,37.572668335150816,1120012200,독립문역앞교차로,126.96028412875494,37.5722046724442,62.0,126.9603365396322374_37.5722390558168016|126.9598919952444760_37.5726683351507731,8930e1daa4fffff
1120010602,통일로,1120012700,성천교회,126.95952898066079,37.572933885834594,1120012500,독립문역,126.95989199524456,37.572668335150816,43.0,126.9598919952444760_37.5726683351507731|126.9595813905693547_37.5729682695379026,8930e1daa4fffff
